Country,city,name,Facility,Ownership,Lat,Long
Somalia,Awdal,Aasha Caddo Health Post,Health Post,MoHL,11.1744,43.4392
Somalia,Awdal,Ali Xaydh Health Post,Health Post,MoHL,10.4488,43.2521
Somalia,Awdal,Ara-Weine Health Post,Health Post,MoHL,10.2844,43.4194
Somalia,Awdal,Baki Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.0099,43.3653
Somalia,Awdal,Boon Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.1851,43.0841
Somalia,Awdal,Borama Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.9387,43.1839
Somalia,Awdal,Borama Regional Hospital,Regional Hospital,MoHL,10.292,43.69
Somalia,Awdal,Borama Save Our Souls (SOS) Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.2957,43.0509
Somalia,Awdal,Cabdil Qaaddir Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.5118,42.8913
Somalia,Awdal,Cadaad Health Post,Health Post,MoHL,10.0777,43.2665
Somalia,Awdal,Cali-Haidh Health Post,Health Post,,9.1155,45.395
Somalia,Awdal,Central Borama Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.929,43.1833
Somalia,Awdal,Dila Maternal & Child Health Centre,Maternal & Child Health Centre,,9.78,43.35
Somalia,Awdal,Dilla Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.7794,43.3445
Somalia,Awdal,Fadhi-Xun Health Post,Health Post,MoHL,10.2925,43.2947
Somalia,Awdal,Farda-Lagu Xidh Health Post,Health Post,MoHL,10.4092,43.4497
Somalia,Awdal,Fiqi Adan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.3696,43.1922
Somalia,Awdal,Garbodadar Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,10.2384,43.6269
Somalia,Awdal,Gargaara Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.313,43.8059
Somalia,Awdal,Gariso Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.62,43.46
Somalia,Awdal,Goraya Cowl Health Post,Health Post,MoHL,9.8679,43.2269
Somalia,Awdal,Gorgab Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.9289,43.1833
Somalia,Awdal,Hariirad Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.3783,42.8726
Somalia,Awdal,Hego Health Post,Health Post,MoHL,10.0774,43.2679
Somalia,Awdal,Idhan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.6926,43.3021
Somalia,Awdal,Jarahorato Health Post,Health Post,MoHL,9.8439,43.3302
Somalia,Awdal,Jidhi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.5926,43.048
Somalia,Awdal,Kalawle Health Post,Health Post,MoHL,10.5515,43.8527
Somalia,Awdal,Karure Health Post,Health Post,MoHL,10.7506,43.5888
Somalia,Awdal,Lowyo-Ado Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.3546,43.4728
Somalia,Awdal,Lughayo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.6825,43.9432
Somalia,Awdal,Magala-Qaloc Health Post,Health Post,MoHL,9.7321,43.2903
Somalia,Awdal,Old Baki Health Post,Health Post,MoHL,9.9522,43.37
Somalia,Awdal,Qoor-Gaab Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.1833,43.4
Somalia,Awdal,Quli-Jeed Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8166,43.3116
Somalia,Awdal,Ruqi Health Post,Health Post,MoHL,9.9703,43.4283
Somalia,Awdal,Sabowanaag Health Post,Health Post,MoHL,10.5296,44.1314
Somalia,Awdal,Sheed Dheer Health Post,Health Post,MoHL,10.3018,43.5234
Somalia,Awdal,Sheikh Ali Jawhar Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.9465,43.1868
Somalia,Awdal,Sheikh Cisman Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.929,43.1833
Somalia,Awdal,Tokhoshi Health Post,Health Post,MoHL,11.3445,43.4106
Somalia,Awdal,Tulli Health Post,Health Post,MoHL,9.8166,43.3116
Somalia,Awdal,Waalago Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8514,43.2776
Somalia,Awdal,Walaalgo Health Post,Health Post,MoHL,9.8693,43.2627
Somalia,Awdal,Waraqadhigta Health Post,Health Post,MoHL,10.1834,43.6207
Somalia,Awdal,Weraar Health Post,Health Post,MoHL,9.7361,43.1775
Somalia,Awdal,Xamarta Health Post,Health Post,MoHL,10.06,43.36
Somalia,Awdal,Xoorrey Health Post,Health Post,,10.1801,43.3678
Somalia,Awdal,Zeylac Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,11.3546,43.4728
Somalia,Bakool,Abal Health Post,Health Post,NGO,3.9939,43.9417
Somalia,Bakool,Abaq Beeday Health Post,Health Post,NGO,4.1211,44.0366
Somalia,Bakool,Abaq Dhere Health Post,Health Post,NGO,3.9863,44.3614
Somalia,Bakool,Abeesale Health Post,Health Post,NGO,4.9053,44.5206
Somalia,Bakool,Aleemow Health Post,Health Post,NGO,3.9782,43.2676
Somalia,Bakool,Arshamo Health Post,Health Post,NGO,4.0538,43.3556
Somalia,Bakool,Ato Health Post,Health Post,NGO,4.6207,43.3498
Somalia,Bakool,Baadikeen Health Post,Health Post,,4.7894,44.6033
Somalia,Bakool,Bakaar Yare Health Post,Health Post,NGO,3.6466,43.4677
Somalia,Bakool,Bana Health Post,Health Post,NGO,4.0013,43.941
Somalia,Bakool,Banjaneey Health Post,Health Post,NGO,4.2349,43.9295
Somalia,Bakool,Ban-Soofe Health Post,Health Post,NGO,4.0537,43.1016
Somalia,Bakool,Biyoley Health Post,Health Post,MoHL,3.9359,44.4214
Somalia,Bakool,Boodaan Health Post,Health Post,NGO,4.144,43.2497
Somalia,Bakool,Burdho Health Post,Health Post,NGO,4.1735,44.6972
Somalia,Bakool,Buulo Eyle Health Post,Health Post,NGO,3.6761,43.3988
Somalia,Bakool,Buulo Jadiid1 Health Post,Health Post,NGO,3.8726,44.3354
Somalia,Bakool,Buur Basle Health Post,Health Post,NGO,4.0661,43.1377
Somalia,Bakool,Buur Dhuxunle Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.0552,43.2471
Somalia,Bakool,Buur-Cadey Health Post,Health Post,NGO,4.0775,43.3465
Somalia,Bakool,Ceel Barde Health Post,Health Post,NGO,4.8231,43.6679
Somalia,Bakool,Ceel Barde Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.8282,43.6599
Somalia,Bakool,Ceel Gudo Health Post,Health Post,NGO,4.1083,44.3561
Somalia,Bakool,Ceel-Jeedow Health Post,Health Post,NGO,3.9639,43.1912
Somalia,Bakool,Dhanawe Health Post,Health Post,NGO,3.9708,44.6414
Somalia,Bakool,Dheemo / Bulo Dhowdhow Health Post,Health Post,NGO,3.8155,44.5186
Somalia,Bakool,Dhurey Health Post,Health Post,NGO,3.6548,43.3299
Somalia,Bakool,Dhuurey Health Post,Health Post,NGO,4.2621,42.9185
Somalia,Bakool,Doonful Health Post,Health Post,NGO,4.1837,43.9948
Somalia,Bakool,Doygaab Health Post,Health Post,NGO,3.9837,44.1367
Somalia,Bakool,Dudumble Health Post,Health Post,NGO,4.1312,44.0877
Somalia,Bakool,Eedkiyaal Health Post,Health Post,NGO,4.0033,44.0157
Somalia,Bakool,El Garas Health Post,Health Post,NGO,4.1514,44.2133
Somalia,Bakool,El Haawey Health Post,Health Post,NGO,4.0275,44.4435
Somalia,Bakool,El-Magad Health Post,Health Post,NGO,4.9189,44.3959
Somalia,Bakool,Garas Maamow Health Post,Health Post,NGO,3.7247,43.2653
Somalia,Bakool,Garas Weyne Health Post,Health Post,NGO,4.2544,43.4941
Somalia,Bakool,Garsaaley Health Post,Health Post,NGO,3.9964,43.2312
Somalia,Bakool,Gomor Sangar Health Post,Health Post,NGO,4.0344,43.1382
Somalia,Bakool,Goobato Health Post,Health Post,NGO,4.0237,43.1648
Somalia,Bakool,Hubudhi Health Post,Health Post,NGO,3.8628,44.5114
Somalia,Bakool,Hudur Imc Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.1162,43.891
Somalia,Bakool,Hugey Health Post,Health Post,NGO,3.8732,44.479
Somalia,Bakool,Imilow Health Post,Health Post,NGO,4.2728,43.2206
Somalia,Bakool,Korkoor Health Post,Health Post,NGO,3.6412,43.5866
Somalia,Bakool,Korkor Health Post,Health Post,NGO,3.9589,44.0891
Somalia,Bakool,Kulunjerer Health Post,Health Post,NGO,3.903,43.5869
Somalia,Bakool,Madaa Health Post,Health Post,NGO,3.9552,44.7238
Somalia,Bakool,Mad-Foodey Health Post,Health Post,NGO,3.8136,43.3099
Somalia,Bakool,Misir Health Post,Health Post,NGO,3.9782,44.597
Somalia,Bakool,Moro Gabey Health Post,Health Post,NGO,4.1898,43.6435
Somalia,Bakool,Oorar Health Post,Health Post,NGO,3.8828,44.3458
Somalia,Bakool,Oor-Gaafin Health Post,Health Post,NGO,3.8945,43.431
Somalia,Bakool,Qurac-Joome Health Post,Health Post,NGO,4.9447,44.302
Somalia,Bakool,Quracle Health Post,Health Post,NGO,4.3159,43.0715
Somalia,Bakool,Rabdhure Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.3472,43.1549
Somalia,Bakool,Sarmaan Health Post,Health Post,NGO,3.9565,44.0043
Somalia,Bakool,Shiimi Health Post,Health Post,NGO,4.0594,44.5388
Somalia,Bakool,Tiyeglow Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.0182,44.5128
Somalia,Bakool,Towsiiley Hadame Health Post,Health Post,NGO,4.0161,43.356
Somalia,Bakool,Waab Giraad Health Post,Health Post,NGO,4.1157,43.2605
Somalia,Bakool,Waajid Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,3.8093,43.2471
Somalia,Bakool,War Gubey Health Post,Health Post,NGO,4.1003,43.1017
Somalia,Bakool,War Kulunle Health Post,Health Post,NGO,4.1004,44.4442
Somalia,Bakool,Wararey Health Post,Health Post,NGO,4.0266,44.5819
Somalia,Bakool,Wjd WVI Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,3.8093,43.2471
Somalia,Bakool,Xudur MSF-Belgium Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,4.1291,43.887
Somalia,Bakool,Yeed Health Post,Health Post,NGO,4.5372,43.0276
Somalia,Bakool,Yet Health Post,Health Post,NGO,4.5524,43.0446
Somalia,Banadir,Adan Ade Hospital,Hospital,,2.0211,45.2987
Somalia,Banadir,Al-Cimraan Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Al-Hilaal Hospital,Hospital,,0,0
Somalia,Banadir,Al-Imran Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Banadir Hospital,Hospital,MoHL,2.0365,45.2989
Somalia,Banadir,Banadir ICRC/WFP Hospital,Hospital,NGO,2.0365,45.3039
Somalia,Banadir,Banadir KDI Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Banadir OPD/ACF Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Banadir SOS Hospital,Hospital,NGO,2.0903,45.3688
Somalia,Banadir,Banadir TFC(Acf) Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,0,0
Somalia,Banadir,Banadir Therapeutic Feeding Centre Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0415,45.3337
Somalia,Banadir,Beeraha Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,0,0
Somalia,Banadir,Bexani Voluntary Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Bondere Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0466,45.3422
Somalia,Banadir,Canada Polyclinic Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Ceelasha Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0427,45.334
Somalia,Banadir,Daynile Hospital,Hospital,MoHL,2.0414,45.3337
Somalia,Banadir,Daynile Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,2.0414,45.3337
Somalia,Banadir,Dharkinley MSF-Spain Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,0,0
Somalia,Banadir,Dharkinley Teada OPD Maternal & Child Health Centre,Maternal & Child Health Centre,,0,0
Somalia,Banadir,Dr. Xasan Jis Memory Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Hamar Jab Jab Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,2.0414,45.3337
Somalia,Banadir,Hamarweyne Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,2.0414,45.3337
Somalia,Banadir,Hanano 2 Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Hanano Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Hayat Medical Group Hospital,Hospital,NGO,2.0414,45.3337
Somalia,Banadir,Kahda 2 Maternal & Child Health Centre,Maternal & Child Health Centre,,0,0
Somalia,Banadir,Karan ICRS/SPCS Hospital,Hospital,NGO,2.0538,45.387
Somalia,Banadir,Karan Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Ladan Public Health Clinic Maternal & Child Health Centre,Maternal & Child Health Centre,,0,0
Somalia,Banadir,Lazaretto Forlanini Hospital,Hospital,,2.0459,45.3578
Somalia,Banadir,Macad Binu Jabal Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,0,0
Somalia,Banadir,Madina Hospital,Hospital,NGO,2.0414,45.3337
Somalia,Banadir,Madino Maternal & Child Health Centre,Maternal & Child Health Centre,,2.0414,45.3337
Somalia,Banadir,Martino Hospital,Hospital,,2.0306,45.3399
Somalia,Banadir,Mogadishu Voluntary Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Muslim Aid-Medina Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Peace Hospital,Hospital,,0,0
Somalia,Banadir,Ramadan Clinic Centre Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Shibis Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Shifa Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Shifo Voluntary Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Sifa Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Social Security Hospital,Hospital,,2.04,45.3427
Somalia,Banadir,Sorrdo Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,0,0
Somalia,Banadir,SWISSO Kalmo Madina Health Post,Health Post,NGO,-0.0101,42.6516
Somalia,Banadir,Waberi Hospital,Hospital,MoHL,8.4009,48.4909
Somalia,Banadir,Waberi Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,2.0414,45.3337
Somalia,Banadir,Wadajir Hospital,Hospital,,2.0163,45.2982
Somalia,Banadir,Wadajir Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,2.0163,45.2982
Somalia,Banadir,Xabeeb Voluntary Hospital,Hospital,,2.0414,45.3337
Somalia,Banadir,Yaqshid Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Banadir,Zam-Zam Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,2.0414,45.3337
Somalia,Bari,Adisona Health Post,Health Post,MoHL/NGO,9.5307,49.2297
Somalia,Bari,Alula District Hospital,Hospital,MoHL,11.962,50.7573
Somalia,Bari,Alula Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.9599,50.7575
Somalia,Bari,Ambar Sare Health Post,Health Post,MoHL/NGO,9.6744,49.4878
Somalia,Bari,Aris Health Post,Health Post,NGO,9.5829,50.7982
Somalia,Bari,Balidhidin Health Post,Health Post,MoHL,10.8808,50.3928
Somalia,Bari,Bandarbeyla Hospital,Hospital,NGO,9.492,50.8068
Somalia,Bari,Bandarbeyla Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.4948,50.8122
Somalia,Bari,Bareeda Health Post,Health Post,MoHL,11.5066,50.1557
Somalia,Bari,Bargaal Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.2853,51.0773
Somalia,Bari,Barmadobe Health Post,Health Post,NGO,10.0571,50.8841
Somalia,Bari,Beldaje A/Lahi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.2827,49.1973
Somalia,Bari,Bixin Health Post,Health Post,MoHL,9.0889,50.4347
Somalia,Bari,Bosaso Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.2131,49.2159
Somalia,Bari,Bosaso Regional Hospital,Hospital,MoHL,11.28,49.18
Somalia,Bari,Carmo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.5665,49.0609
Somalia,Bari,Dardare Health Post,Health Post,NGO,9.4123,49.0578
Somalia,Bari,Dhadaar Health Post,Health Post,MoHL,11.1247,49.8708
Somalia,Bari,Dharinbar Health Post,Health Post,NGO,8.9353,50.4751
Somalia,Bari,Dhudhub Health Post,Health Post,NGO,9.2297,49.917
Somalia,Bari,Dhur Health Post,Health Post,NGO,9.2449,50.6054
Somalia,Bari,Dhuudo Health Post,Health Post,,9.22,50.2
Somalia,Bari,Dhuudo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.3252,50.2078
Somalia,Bari,Dudhooyo Health Post,Health Post,MoHL/NGO,9.8772,49.9461
Somalia,Bari,Durdura Health Post,Health Post,NGO,9.2449,50.6054
Somalia,Bari,El-Dhidar Health Post,Health Post,NGO,9.2775,50.7072
Somalia,Bari,Foar Health Post,Health Post,NGO,10.3132,50.897
Somalia,Bari,Galgala Health Post,Health Post,MoHL,11.1941,49.0064
Somalia,Bari,Garan Health Post,Health Post,NGO,10.1667,50.9
Somalia,Bari,Gargoore Health Post,Health Post,MoHL/NGO,10.49,50.69
Somalia,Bari,Geesaley Health Post,Health Post,MoHL,11.7463,50.5033
Somalia,Bari,Guud'Ad Health Post,Health Post,MoHL/NGO,9.7502,49.1965
Somalia,Bari,Habal Reer Health Post,Health Post,MoHL/NGO,9.8286,49.3682
Somalia,Bari,Habeb Hospital,Hospital,,10.9843,49.2177
Somalia,Bari,Hafun Health Post,Health Post,NGO,10.4212,51.2688
Somalia,Bari,Hafun Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.4231,51.2609
Somalia,Bari,Handha Health Post,Health Post,NGO,10.6504,51.1378
Somalia,Bari,Hingood Health Post,Health Post,NGO,0,0
Somalia,Bari,Humbais Health Post,Health Post,MoHL/NGO,9.6414,49.8913
Somalia,Bari,Hurdie Health Post,Health Post,NGO,10.5631,51.1341
Somalia,Bari,Iskushuban District Hospital,Hospital,MoHL,10.28,50.22
Somalia,Bari,Iskushuban Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.28,50.22
Somalia,Bari,Jeded Health Post,Health Post,MoHL/NGO,9.4046,49.588
Somalia,Bari,Kalabayr Health Post,Health Post,MoHL,10.7606,49.203
Somalia,Bari,Kob Dexaad Health Post,Health Post,MoHL,10.6561,49.4987
Somalia,Bari,Kubo Health Post,Health Post,MoHL,9.502,49.0636
Somalia,Bari,Kulaal Health Post,Health Post,MoHL,9.1595,50.6291
Somalia,Bari,Kulule Health Post,Health Post,NGO,9.1483,50.6441
Somalia,Bari,Laag Health Post,Health Post,MoHL,11.0368,49.1876
Somalia,Bari,Laaso Dawaco Health Post,Health Post,MoHL,10.46,49.08
Somalia,Bari,Libah-Har Health Post,Health Post,MoHL,9.4861,49.3994
Somalia,Bari,Meladen Health Post,Health Post,MoHL/NGO,10.43,49.8
Somalia,Bari,Meygag Health Post,Health Post,NGO,9.5184,49.9216
Somalia,Bari,Qaararsoor Health Post,Health Post,NGO,9.6457,49.5718
Somalia,Bari,Qalwo Health Post,Health Post,NGO,9.6361,49.5148
Somalia,Bari,Qandala Hospital,Hospital,MoHL,11.4724,49.8714
Somalia,Bari,Qandala Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.4724,49.8714
Somalia,Bari,Qardho Hospital,Hospital,NGO,9.5,49.08
Somalia,Bari,Qardho Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.5069,49.0861
Somalia,Bari,Qoton Health Post,Health Post,MoHL/NGO,9.5955,50.4714
