Country,city,name,Facility,Ownership,Lat,Long
Somalia,Nugaal,Awrculus Maternal & Child Health Centre,Maternal & Child Health Centre,,8.0577,48.6077
Somalia,Nugaal,Bandunbuto Health Post,Health Post,,8.5042,49.4129
Somalia,Nugaal,Burtinle District Hospital,Hospital,MoHL,7.7344,47.8831
Somalia,Nugaal,Burtinle Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,7.6455,47.8315
Somalia,Nugaal,Cuun Health Post,Health Post,,8.8166,48.8865
Somalia,Nugaal,Dangorayo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,8.7261,49.3393
Somalia,Nugaal,Dhiganle Health Post,Health Post,,7.8081,49.5021
Somalia,Nugaal,Eyl District Hospital,Hospital,MoHL,7.96,49.84
Somalia,Nugaal,Eyl Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,7.9794,49.8177
Somalia,Nugaal,Gambool Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.4059,48.4819
Somalia,Nugaal,Garowe Hospital,Hospital,MoHL,8.4071,48.4773
Somalia,Nugaal,Garowe Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.4056,48.4885
Somalia,Nugaal,Godobjirin Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,7.6415,47.7837
Somalia,Nugaal,Hasbahale Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,8.5792,48.6161
Somalia,Nugaal,Health Post,Health Post,,8.0215,49.0083
Somalia,Nugaal,Jalam Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,7.8659,48.0382
Somalia,Nugaal,Jeriban Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,7.75,48.67
Somalia,Nugaal,Kalabayr Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,7.9831,48.1047
Somalia,Nugaal,Magacley Health Post,Health Post,MoHL,7.8439,47.903
Somalia,Nugaal,Qarxis Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,7.9839,48.1031
Somalia,Nugaal,Sinujif Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,8.5329,48.9845
Somalia,Nugaal,Waberi (Enji) Maternal & Child Health Centre,Maternal & Child Health Centre,,8.4056,48.4885
Somalia,Nugaal,Xamur Health Post,Health Post,,8.7095,48.7407
Somalia,Nugaal,Yombays Health Post,Health Post,NGO,8.0215,49.0083
Somalia,Sanaag,Alhamdulilah Health Post,Health Post,MoHL,10.0847,49.0288
Somalia,Sanaag,Badhan Hospital,Hospital,MoHL,10.7132,48.3331
Somalia,Sanaag,Badhan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.7132,48.3059
Somalia,Sanaag,Barwago Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5572,48.4876
Somalia,Sanaag,Buraan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.2184,48.7688
Somalia,Sanaag,Carmaale Health Post,Health Post,MoHL,10.4787,47.959
Somalia,Sanaag,Ceel Afweyn Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.9303,47.2168
Somalia,Sanaag,Ceel-Afweyn Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.9276,47.2154
Somalia,Sanaag,Ceelbuh Health Post,Health Post,MoHL,10.2255,48.3099
Somalia,Sanaag,Ceerigaabo Kulmiye Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.6203,47.3685
Somalia,Sanaag,Ceerigaabo Referral Hospital,Referral Hospital,MoHL,10.6203,47.3685
Somalia,Sanaag,Cerigabo Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.6218,47.3681
Somalia,Sanaag,Dahahar Hospital Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.748,48.8213
Somalia,Sanaag,Dararweyne Health Post,Health Post,MoHL,9.7574,47.5272
Somalia,Sanaag,Dhahar Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.748,48.8199
Somalia,Sanaag,Dhur Cilaan Health Post,Health Post,MoHL,10.1265,46.3513
Somalia,Sanaag,Fiqifuliye Health Post,Health Post,MoHL,10.027,47.7817
Somalia,Sanaag,Gal-Shiikh Health Post,Health Post,MoHL,10.068,47.2048
Somalia,Sanaag,Garadag Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.4885,46.8673
Somalia,Sanaag,Gar'Adag Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.487,46.8669
Somalia,Sanaag,Gud-Caanood Health Post,Health Post,MoHL,10.11,47.29
Somalia,Sanaag,Gudmo Biyo Cas Health Post,Health Post,MoHL,10.58,46.95
Somalia,Sanaag,Hadaaftimo Maternal & Child Health Centre,Maternal & Child Health Centre,,10.7654,48.105
Somalia,Sanaag,Hadaftimo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.7651,48.1052
Somalia,Sanaag,Hidda Health Post,Health Post,MoHL/NGO,-0.9333,41.1523
Somalia,Sanaag,Hingalol Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,Sanaag,Hingalool Maternal & Child Health Centre,Maternal & Child Health Centre,,0,0
Somalia,Sanaag,Jidali Health Post,Health Post,MoHL,10.72,47.67
Somalia,Sanaag,Juurile Health Post,Health Post,MoHL,10.3868,49.0716
Somalia,Sanaag,Kulmiye Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.7534,47.5497
Somalia,Sanaag,Laasqoray Hospital,Hospital,MoHL,11.16,48.1949
Somalia,Sanaag,Laasqoray Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,11.16,48.1949
Somalia,Sanaag,Maydh Health Post,Health Post,MoHL,10.9734,47.1059
Somalia,Sanaag,Rugay Health Post,Health Post,MoHL,10.83,47.3
Somalia,Sanaag,Sherbi Sanaag Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.8631,49.0908
Somalia,Sanaag,Shimbirale Health Post,Health Post,MoHL,10.1398,47.909
Somalia,Sanaag,Waciya Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.0134,49.045
Somalia,Sanaag,Waciye Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.0134,49.045
Somalia,Sanaag,Xiis Health Post,Health Post,MoHL,10.8691,46.9082
Somalia,Sanaag,Yube Health Post,Health Post,MoHL,10.73,47.96
Somalia,Sanaag,Yufle Health Post,Health Post,MoHL,10.377,47.1957
Somalia,Sool,Adhicadeeye Health Post,Health Post,MoHL,8.67,47.14
Somalia,Sool,Ainabo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,8.9576,46.4125
Somalia,Sool,Awr Bogeys Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5678,47.7555
Somalia,Sool,Boame Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.3963,47.9357
Somalia,Sool,Bohol Health Post,Health Post,MoHL,9.3615,47.3024
Somalia,Sool,Carrooley Health Post,Health Post,MoHL,8.85,48.14
Somalia,Sool,Caynabo Health Post,Health Post,MoHL,8.9576,46.4125
Somalia,Sool,Dabataag Health Post,Health Post,MoHL,8.1134,47.1601
Somalia,Sool,Dami Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5598,44.0668
Somalia,Sool,Dan Health Post,Health Post,MoHL,8.1566,47.6896
Somalia,Sool,Dhaban-Saar Health Post,Health Post,MoHL,8.4767,47.3565
Somalia,Sool,Dhanaano Health Post,Health Post,MoHL,9.4729,46.6275
Somalia,Sool,Dhummay Health Post,Health Post,MoHL,9.1074,48.5126
Somalia,Sool,Farhiddin Health Post,Health Post,MoHL,8.0694,47.9822
Somalia,Sool,Godaalo Health Post,Health Post,MoHL,9.08,47.93
Somalia,Sool,Gowsa Weyne Health Centre,Health Centre,,9.0786,46.7726
Somalia,Sool,Hudun Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.1544,47.4772
Somalia,Sool,Kalabaydh Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.2422,47.2266
Somalia,Sool,Karindabayl Weyn Health Post,Health Post,MoHL,8.12,47.51
Somalia,Sool,Karingorfood Health Post,Health Post,MoHL,8.12,47.77
Somalia,Sool,Korile Health Post,Health Post,MoHL,8.0047,47.5653
Somalia,Sool,Las-anod Hospital,Hospital,MoHL,8.4767,47.3565
Somalia,Sool,Las-Anod Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.4816,47.3557
Somalia,Sool,Oog Health Post,Health Post,MoHL,8.9348,46.6184
Somalia,Sool,Sahader Health Post,Health Post,MoHL,8.0044,47.1025
Somalia,Sool,Sarmanyo Health Post,Health Post,MoHL,9.4892,47.9895
Somalia,Sool,Shaxda Health Post,Health Post,NGO,9.1781,48.9049
Somalia,Sool,Shululux Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.2422,47.2266
Somalia,Sool,Taleeh Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.1488,48.4209
Somalia,Sool,Taleex Hospital,Hospital,MoHL,9.1488,48.4209
Somalia,Sool,Wadamago Health Post,Health Post,MoHL,8.93,46.24
Somalia,Sool,War Idaad Health Post,Health Post,MoHL,9.28,46.25
Somalia,Sool,Wiriir Health Post,Health Post,MoHL,9.466,46.186
Somalia,Sool,Xalin Health Post,Health Post,MoHL,9.1,48.62
Somalia,Togdheer,Cali Sahid Health Centre,Health Centre,,8.5312,45.5257
Somalia,Togdheer,Daryaleh Health Centre,Health Centre,,8.4456,45.7708
Somalia,Togdheer,Dhariyalay Health Centre,Health Centre,,8.417,45.8469
Somalia,Togdheer,Dhoqoshay Health Centre,Health Centre,,8.5241,45.7042
Somalia,Togdheer,Harada Health Centre,Health Centre,,8.7787,45.4448
Somalia,Toghdheer,Adan Suleiman Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5275,45.5375
Somalia,Toghdheer,Balleh Dig Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.3686,45.9142
Somalia,Toghdheer,Barrcad Health Post,Health Post,MoHL,8.8821,45.0995
Somalia,Toghdheer,Buhodle District Hospital,District Hospital,MoHL,8.2516,46.3157
Somalia,Toghdheer,Burco Hospital,Hospital,MoHL,9.5346,45.5379
Somalia,Toghdheer,Buroa Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5203,45.5727
Somalia,Toghdheer,Central Burao Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5275,45.5375
Somalia,Toghdheer,Dharkayn-Geenyo Health Post,Health Post,MoHL,8.0031,46.995
Somalia,Toghdheer,Dr. Alag Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,Toghdheer,Dr. Yuusf Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,Toghdheer,Duruqsi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.5177,45.4615
Somalia,Toghdheer,Farah Omar Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,0,0
Somalia,Toghdheer,Fiqi Ayuub Health Post,Health Post,MoHL,9.9367,46.0255
Somalia,Toghdheer,Gedeys Health Post,Health Post,MoHL,9.95,45.48
Somalia,Toghdheer,Haji Salah Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,Toghdheer,Haro Shiikh Health Post,Health Post,MoHL,9.3163,44.7576
Somalia,Toghdheer,Huddisa Health Post,Health Post,MoHL,9.9994,45.1644
Somalia,Toghdheer,Kalbarre Health Post,Health Post,MoHL,9.9052,45.5712
Somalia,Toghdheer,Kenya Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.5182,45.5308
Somalia,Toghdheer,Kossar Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.5783,45.5196
Somalia,Toghdheer,Lalays Health Post,Health Post,MoHL,10.0795,45.1526
Somalia,Toghdheer,Mohammed Ali Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.5275,45.5375
Somalia,Toghdheer,Nasiye Health Post,Health Post,MoHL,8.7488,45.6356
Somalia,Toghdheer,Odwieyne Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.4086,45.0617
Somalia,Toghdheer,Qolilugad Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,Toghdheer,Qoryale Health Post,Health Post,MoHL,9.0634,45.9706
Somalia,Toghdheer,Shansa Cade Health Post,Health Post,MoHL,8.6544,45.9331
Somalia,Toghdheer,Sheikh Hospital,Hospital,MoHL,9.9299,45.1913
Somalia,Toghdheer,Sheikh Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.9299,45.1913
Somalia,Toghdheer,Sii-Bakhti Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5275,45.5375
Somalia,Toghdheer,Sugsade Health Post,Health Post,MoHL,9.9414,45.3293
Somalia,Toghdheer,Teysa Health Post,Health Post,MoHL,9.5675,43.6728
Somalia,Toghdheer,Warabeye Health Post,Health Post,MoHL,8.8763,45.5769
Somalia,Toghdheer,Warcimraan Health Post,Health Post,MoHL,8.8006,45.8924
Somalia,Toghdheer,Widhwidh Health Post,Health Post,MoHL,8.4541,46.7068
Somalia,Toghdheer,X/Salax Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,8.594,45.237
Somalia,Toghdheer,Xaaxi Health Post,Health Post,MoHL,9.351,44.9655
Somalia,Toghdheer,Xidh-Xidh Health Post,Health Post,MoHL,8.3736,46.9862
Somalia,Toghdheer,Yagori Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,8.7545,46.9628
Somalia,Toghdheer,Yarowe Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.4336,45.6753
Somalia,West Galbeed,Adadley Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.7664,44.691
Somalia,West Galbeed,Agabar Health Post,Health Post,,9.9262,43.9159
Somalia,West Galbeed,Allaybaday Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.3973,43.5235
Somalia,West Galbeed,Arabsiyo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.67,43.76
Somalia,West Galbeed,Ayaha Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.3224,44.0208
Somalia,West Galbeed,Bali-Abene Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.2967,44.53
Somalia,West Galbeed,Bali-Gubadle Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.0109,44.0192
Somalia,West Galbeed,Berbera Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.4458,45.0208
Somalia,West Galbeed,Berbera Regional Hospital,Regional Hospital,MoHL,10.387,45.0129
Somalia,West Galbeed,Boodhley Health Post,Health Post,MoHL,9.6007,43.5428
Somalia,West Galbeed,Booror Health Post,Health Post,,9.637,43.5724
Somalia,West Galbeed,Boqor Health Post,Health Post,MoHL,9.637,43.5725
Somalia,West Galbeed,Bullaxaar Health Post,Health Post,MoHL,10.3906,44.4024
Somalia,West Galbeed,Buqdhaha Health Post,Health Post,,9.8953,43.5809
Somalia,West Galbeed,Bus Health Post,Health Post,MoHL,9.8571,43.6744
Somalia,West Galbeed,Busley Health Post,Health Post,NGO,9.553,43.6932
Somalia,West Galbeed,Cali Haidh Health Post,Health Post,MoHL,10.0428,43.7845
Somalia,West Galbeed,Ceel Bardale Health Post,Health Post,MoHL,9.8252,43.4765
Somalia,West Galbeed,Ceel Ganiiseed Health Post,Health Post,,9.7295,43.7159
Somalia,West Galbeed,Central Berbera Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.4385,45.0112
Somalia,West Galbeed,Central Hargeisa Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.5596,44.0667
Somalia,West Galbeed,Da'Ar-Budhuq Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8565,44.5275
Somalia,West Galbeed,Dacarbuq Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8565,44.5275
Somalia,West Galbeed,Daraarweyne Health Post,Health Post,MoHL,9.7196,44.2231
Somalia,West Galbeed,Darar-Weyne Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.7196,44.2231
Somalia,West Galbeed,Darasalam Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8408,44.0137
Somalia,West Galbeed,Dhinbi Riyaale Health Post,Health Post,MoHL,9.2723,44.1111
Somalia,West Galbeed,Dudumale Health Post,Health Post,NGO,9.704,43.372
Somalia,West Galbeed,El-Lahelay Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.3667,47.15
Somalia,West Galbeed,G/Samo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5598,44.0668
Somalia,West Galbeed,Gabiley Hospital,Hospital,MoHL,9.7015,43.626
Somalia,West Galbeed,Gabiley Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,9.7048,43.6252
Somalia,West Galbeed,Garabis Health Post,Health Post,MoHL,9.4397,43.9547
Somalia,West Galbeed,Geed Ballaadh Health Post,Health Post,MoHL,9.4847,43.4317
Somalia,West Galbeed,Geed Deeble Health Post,Health Post,MoHL,9.7473,43.9727
Somalia,West Galbeed,Geed Diqsi Health Post,Health Post,MoHL,9.8283,43.4181
Somalia,West Galbeed,Go'Da-Wayn Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,West Galbeed,Gumar Health Post,Health Post,MoHL,9.109,43.9163
Somalia,West Galbeed,Gumbura Health Post,Health Post,MoHL,9.1173,44.1
Somalia,West Galbeed,Hargeisa Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5598,44.0668
Somalia,West Galbeed,Hargeisa Group Hospital,Hospital,MoHL,9.5596,44.0667
Somalia,West Galbeed,Hawadle Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5596,44.0667
Somalia,West Galbeed,Horahaadley Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.8776,44.0319
Somalia,West Galbeed,Iftin Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5596,44.0667
Somalia,West Galbeed,Ijaara Health Post,Health Post,,9.5836,43.6289
Somalia,West Galbeed,Ilkawayne Health Post,Health Post,,9.6893,43.4016
Somalia,West Galbeed,Ilmo Deddo Health Post,Health Post,,9.7545,43.4626
Somalia,West Galbeed,Jamo-Laye Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,10.4427,45.0215
Somalia,West Galbeed,Kalabaydh Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.6713,43.4762
Somalia,West Galbeed,Laaya Health Post,Health Post,,9.5007,43.588
Somalia,West Galbeed,Lafa-Rug Health Post,Health Post,MoHL,10.1455,45.1201
Somalia,West Galbeed,Laso-Dacawo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.0514,44.9841
Somalia,West Galbeed,Mandhera Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.8999,44.7114
Somalia,West Galbeed,Max'D Axmed Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,9.5596,44.0667
Somalia,West Galbeed,Mohamed Moge Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5596,44.0667
Somalia,West Galbeed,North Hargeisa Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,0,0
Somalia,West Galbeed,Qool Buulale Health Post,Health Post,MoHL,8.8733,44.4007
Somalia,West Galbeed,Sahardid Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5576,44.0672
Somalia,West Galbeed,Salahley Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.0269,44.2023
Somalia,West Galbeed,Sayla Bari Health Post,Health Post,MoHL,9.1736,44.1703
Somalia,West Galbeed,Sheikh Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,10.435,45.0059
Somalia,West Galbeed,Sheikh Nur Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.5598,44.0668
Somalia,West Galbeed,Taysa Health Post,Health Post,,9.5674,43.6726
Somalia,West Galbeed,Tog-Wajale Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,9.6024,43.3363
Somalia,West Galbeed,Xidhinta Health Post,Health Post,,9.5463,43.732
Somalia,West Galbeed,Xoorey Health Post,Health Post,MoHL,9.6768,43.6224